"filename", "language", "Markdown", "Python", "Swift", "Shell Script", "YAML", "JSON", "comment", "blank", "total"
"/Users/kyle/Developer/stopmo-xcode/AGENTS.md", "Markdown", 128, 0, 0, 0, 0, 0, 0, 23, 151
"/Users/kyle/Developer/stopmo-xcode/CONTRIBUTING.md", "Markdown", 21, 0, 0, 0, 0, 0, 0, 8, 29
"/Users/kyle/Developer/stopmo-xcode/README.md", "Markdown", 38, 0, 0, 0, 0, 0, 0, 16, 54
"/Users/kyle/Developer/stopmo-xcode/config/sample.matrix.json", "JSON", 0, 0, 0, 0, 0, 36, 0, 1, 37
"/Users/kyle/Developer/stopmo-xcode/config/sample.yaml", "YAML", 0, 0, 0, 0, 53, 0, 0, 1, 54
"/Users/kyle/Developer/stopmo-xcode/config/sample2.matrix.json", "JSON", 0, 0, 0, 0, 0, 34, 0, 1, 35
"/Users/kyle/Developer/stopmo-xcode/docs/architecture.md", "Markdown", 24, 0, 0, 0, 0, 0, 0, 10, 34
"/Users/kyle/Developer/stopmo-xcode/docs/cli.md", "Markdown", 101, 0, 0, 0, 0, 0, 0, 48, 149
"/Users/kyle/Developer/stopmo-xcode/docs/gui-backend-api.md", "Markdown", 52, 0, 0, 0, 0, 0, 0, 15, 67
"/Users/kyle/Developer/stopmo-xcode/docs/gui-phase0-baseline.md", "Markdown", 76, 0, 0, 0, 0, 0, 0, 17, 93
"/Users/kyle/Developer/stopmo-xcode/docs/gui-phase1-design-system.md", "Markdown", 44, 0, 0, 0, 0, 0, 0, 19, 63
"/Users/kyle/Developer/stopmo-xcode/docs/gui-phase10-accessibility.md", "Markdown", 33, 0, 0, 0, 0, 0, 0, 17, 50
"/Users/kyle/Developer/stopmo-xcode/docs/gui-phase11-performance-resilience.md", "Markdown", 47, 0, 0, 0, 0, 0, 0, 19, 66
"/Users/kyle/Developer/stopmo-xcode/docs/gui-phase12-lifecycle-overhaul.md", "Markdown", 101, 0, 0, 0, 0, 0, 0, 26, 127
"/Users/kyle/Developer/stopmo-xcode/docs/gui-phase13-pipeline-surfaces.md", "Markdown", 48, 0, 0, 0, 0, 0, 0, 12, 60
"/Users/kyle/Developer/stopmo-xcode/docs/gui-phase2-shell-navigation.md", "Markdown", 53, 0, 0, 0, 0, 0, 0, 22, 75
"/Users/kyle/Developer/stopmo-xcode/docs/gui-phase3-errors-notifications.md", "Markdown", 60, 0, 0, 0, 0, 0, 0, 30, 90
"/Users/kyle/Developer/stopmo-xcode/docs/gui-phase4-setup-redesign.md", "Markdown", 54, 0, 0, 0, 0, 0, 0, 31, 85
"/Users/kyle/Developer/stopmo-xcode/docs/gui-phase5-project-ia.md", "Markdown", 41, 0, 0, 0, 0, 0, 0, 24, 65
"/Users/kyle/Developer/stopmo-xcode/docs/gui-phase6-live-monitor.md", "Markdown", 44, 0, 0, 0, 0, 0, 0, 25, 69
"/Users/kyle/Developer/stopmo-xcode/docs/gui-phase7-shots-queue.md", "Markdown", 41, 0, 0, 0, 0, 0, 0, 15, 56
"/Users/kyle/Developer/stopmo-xcode/docs/gui-phase8-tools-workflow.md", "Markdown", 33, 0, 0, 0, 0, 0, 0, 23, 56
"/Users/kyle/Developer/stopmo-xcode/docs/gui-phase9-logs-history.md", "Markdown", 42, 0, 0, 0, 0, 0, 0, 20, 62
"/Users/kyle/Developer/stopmo-xcode/docs/interpretation-contract.md", "Markdown", 24, 0, 0, 0, 0, 0, 0, 15, 39
"/Users/kyle/Developer/stopmo-xcode/docs/phase-status.md", "Markdown", 54, 0, 0, 0, 0, 0, 0, 17, 71
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/AGENTS.md", "Markdown", 47, 0, 0, 0, 0, 0, 0, 18, 65
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/Package.swift", "Swift", 0, 0, 21, 0, 0, 0, 1, 2, 24
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/README.md", "Markdown", 77, 0, 0, 0, 0, 0, 0, 25, 102
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/RELEASE.md", "Markdown", 55, 0, 0, 0, 0, 0, 0, 22, 77
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/Sources/StopmoXcodeGUI/AppState.swift", "Swift", 0, 0, 1769, 0, 0, 0, 0, 125, 1894
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/Sources/StopmoXcodeGUI/BridgeClient.swift", "Swift", 0, 0, 439, 0, 0, 0, 1, 46, 486
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/Sources/StopmoXcodeGUI/CaptureHubView.swift", "Swift", 0, 0, 36, 0, 0, 0, 0, 4, 40
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/Sources/StopmoXcodeGUI/ConfigureHubView.swift", "Swift", 0, 0, 41, 0, 0, 0, 0, 5, 46
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/Sources/StopmoXcodeGUI/DeliverHubView.swift", "Swift", 0, 0, 46, 0, 0, 0, 0, 5, 51
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/Sources/StopmoXcodeGUI/DeliveryDayWrap/DeliveryControlPane.swift", "Swift", 0, 0, 434, 0, 0, 0, 0, 39, 473
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/Sources/StopmoXcodeGUI/DeliveryDayWrap/DeliveryFormatting.swift", "Swift", 0, 0, 7, 0, 0, 0, 0, 3, 10
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/Sources/StopmoXcodeGUI/DeliveryDayWrap/DeliveryLayoutMetrics.swift", "Swift", 0, 0, 17, 0, 0, 0, 0, 6, 23
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/Sources/StopmoXcodeGUI/DeliveryDayWrap/DeliveryShotListPane.swift", "Swift", 0, 0, 254, 0, 0, 0, 0, 26, 280
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/Sources/StopmoXcodeGUI/DeliveryDayWrapView.swift", "Swift", 0, 0, 268, 0, 0, 0, 0, 27, 295
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/Sources/StopmoXcodeGUI/DeliveryRunReducer.swift", "Swift", 0, 0, 97, 0, 0, 0, 0, 9, 106
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/Sources/StopmoXcodeGUI/DesignSystem.swift", "Swift", 0, 0, 1036, 0, 0, 0, 0, 106, 1142
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/Sources/StopmoXcodeGUI/HistoryView.swift", "Swift", 0, 0, 472, 0, 0, 0, 0, 50, 522
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/Sources/StopmoXcodeGUI/LiveMonitorView.swift", "Swift", 0, 0, 688, 0, 0, 0, 0, 57, 745
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/Sources/StopmoXcodeGUI/LogsDiagnosticsView.swift", "Swift", 0, 0, 587, 0, 0, 0, 0, 67, 654
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/Sources/StopmoXcodeGUI/Models.swift", "Swift", 0, 0, 503, 0, 0, 0, 0, 60, 563
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/Sources/StopmoXcodeGUI/NotificationViews.swift", "Swift", 0, 0, 221, 0, 0, 0, 0, 18, 239
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/Sources/StopmoXcodeGUI/PathTimestampHelpers.swift", "Swift", 0, 0, 93, 0, 0, 0, 0, 13, 106
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/Sources/StopmoXcodeGUI/ProjectEditorViewModel.swift", "Swift", 0, 0, 60, 0, 0, 0, 0, 12, 72
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/Sources/StopmoXcodeGUI/ProjectLoggingSectionView.swift", "Swift", 0, 0, 37, 0, 0, 0, 0, 6, 43
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/Sources/StopmoXcodeGUI/ProjectOutputSectionView.swift", "Swift", 0, 0, 82, 0, 0, 0, 0, 10, 92
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/Sources/StopmoXcodeGUI/ProjectPipelineSectionView.swift", "Swift", 0, 0, 233, 0, 0, 0, 0, 19, 252
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/Sources/StopmoXcodeGUI/ProjectPresetsSectionView.swift", "Swift", 0, 0, 73, 0, 0, 0, 0, 11, 84
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/Sources/StopmoXcodeGUI/ProjectView.swift", "Swift", 0, 0, 405, 0, 0, 0, 0, 42, 447
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/Sources/StopmoXcodeGUI/ProjectWatchSectionView.swift", "Swift", 0, 0, 103, 0, 0, 0, 0, 11, 114
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/Sources/StopmoXcodeGUI/QueueView.swift", "Swift", 0, 0, 617, 0, 0, 0, 0, 72, 689
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/Sources/StopmoXcodeGUI/RootCommandBarView.swift", "Swift", 0, 0, 93, 0, 0, 0, 0, 11, 104
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/Sources/StopmoXcodeGUI/RootSidebarView.swift", "Swift", 0, 0, 130, 0, 0, 0, 0, 13, 143
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/Sources/StopmoXcodeGUI/RootStatusBarView.swift", "Swift", 0, 0, 32, 0, 0, 0, 0, 3, 35
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/Sources/StopmoXcodeGUI/RootView.swift", "Swift", 0, 0, 94, 0, 0, 0, 0, 6, 100
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/Sources/StopmoXcodeGUI/SetupView.swift", "Swift", 0, 0, 520, 0, 0, 0, 0, 46, 566
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/Sources/StopmoXcodeGUI/ShotHealthModel.swift", "Swift", 0, 0, 128, 0, 0, 0, 0, 21, 149
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/Sources/StopmoXcodeGUI/ShotsView.swift", "Swift", 0, 0, 804, 0, 0, 0, 0, 98, 902
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/Sources/StopmoXcodeGUI/StopmoXcodeGUIApp.swift", "Swift", 0, 0, 87, 0, 0, 0, 0, 13, 100
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/Sources/StopmoXcodeGUI/ToolsView.swift", "Swift", 0, 0, 1106, 0, 0, 0, 0, 126, 1232
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/Sources/StopmoXcodeGUI/TriageHubView.swift", "Swift", 0, 0, 54, 0, 0, 0, 0, 4, 58
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/Sources/StopmoXcodeGUI/TriageShotHealthBoardView.swift", "Swift", 0, 0, 476, 0, 0, 0, 0, 56, 532
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/Tests/StopmoXcodeGUITests/DeliveryFlowTests.swift", "Swift", 0, 0, 174, 0, 0, 0, 0, 26, 200
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/Tests/StopmoXcodeGUITests/DeliveryFormattingTests.swift", "Swift", 0, 0, 22, 0, 0, 0, 0, 5, 27
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/Tests/StopmoXcodeGUITests/DeliveryRunReducerTests.swift", "Swift", 0, 0, 87, 0, 0, 0, 0, 12, 99
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/Tests/StopmoXcodeGUITests/DesignSystemVisualTokenTests.swift", "Swift", 0, 0, 51, 0, 0, 0, 0, 4, 55
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/Tests/StopmoXcodeGUITests/NotificationPresenterStateTests.swift", "Swift", 0, 0, 40, 0, 0, 0, 0, 14, 54
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/Tests/StopmoXcodeGUITests/Phase0SmokeTests.swift", "Swift", 0, 0, 160, 0, 0, 0, 0, 31, 191
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/Tests/StopmoXcodeGUITests/ProjectEditorViewModelTests.swift", "Swift", 0, 0, 54, 0, 0, 0, 0, 16, 70
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/Tests/StopmoXcodeGUITests/ShotHealthModelTests.swift", "Swift", 0, 0, 149, 0, 0, 0, 0, 18, 167
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/docs/ui-architecture.md", "Markdown", 59, 0, 0, 0, 0, 0, 0, 32, 91
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/scripts/backend_launch_bridge.sh", "Shell Script", 0, 0, 0, 33, 0, 0, 1, 9, 43
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/scripts/build_backend_runtime.sh", "Shell Script", 0, 0, 0, 109, 0, 0, 1, 21, 131
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/scripts/create_dmg.sh", "Shell Script", 0, 0, 0, 28, 0, 0, 1, 9, 38
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/scripts/generate_xcodeproj.py", "Python", 0, 390, 0, 0, 0, 0, 65, 25, 480
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/scripts/notarize_release.sh", "Shell Script", 0, 0, 0, 36, 0, 0, 1, 10, 47
"/Users/kyle/Developer/stopmo-xcode/macos/StopmoXcodeGUI/scripts/package_release.sh", "Shell Script", 0, 0, 0, 133, 0, 0, 1, 27, 161
"/Users/kyle/Developer/stopmo-xcode/qa/phase10_parity_signoff.py", "Python", 0, 255, 0, 0, 0, 0, 14, 41, 310
"/Users/kyle/Developer/stopmo-xcode/src/stopmo_xcode/__init__.py", "Python", 0, 2, 0, 0, 0, 0, 1, 2, 5
"/Users/kyle/Developer/stopmo-xcode/src/stopmo_xcode/__main__.py", "Python", 0, 3, 0, 0, 0, 0, 0, 2, 5
"/Users/kyle/Developer/stopmo-xcode/src/stopmo_xcode/app_api.py", "Python", 0, 589, 0, 0, 0, 0, 0, 99, 688
"/Users/kyle/Developer/stopmo-xcode/src/stopmo_xcode/assemble/__init__.py", "Python", 0, 18, 0, 0, 0, 0, 0, 2, 20
"/Users/kyle/Developer/stopmo-xcode/src/stopmo_xcode/assemble/prores.py", "Python", 0, 206, 0, 0, 0, 0, 3, 43, 252
"/Users/kyle/Developer/stopmo-xcode/src/stopmo_xcode/cli.py", "Python", 0, 192, 0, 0, 0, 0, 0, 46, 238
"/Users/kyle/Developer/stopmo-xcode/src/stopmo_xcode/color/__init__.py", "Python", 0, 3, 0, 0, 0, 0, 0, 2, 5
"/Users/kyle/Developer/stopmo-xcode/src/stopmo_xcode/color/arri_logc3.py", "Python", 0, 28, 0, 0, 0, 0, 7, 12, 47
"/Users/kyle/Developer/stopmo-xcode/src/stopmo_xcode/color/lut_cube.py", "Python", 0, 73, 0, 0, 0, 0, 0, 20, 93
"/Users/kyle/Developer/stopmo-xcode/src/stopmo_xcode/color/matrix_suggest.py", "Python", 0, 238, 0, 0, 0, 0, 3, 50, 291
"/Users/kyle/Developer/stopmo-xcode/src/stopmo_xcode/color/ocio_processor.py", "Python", 0, 24, 0, 0, 0, 0, 0, 11, 35
"/Users/kyle/Developer/stopmo-xcode/src/stopmo_xcode/color/pipeline.py", "Python", 0, 78, 0, 0, 0, 0, 1, 17, 96
"/Users/kyle/Developer/stopmo-xcode/src/stopmo_xcode/color/primaries.py", "Python", 0, 37, 0, 0, 0, 0, 2, 18, 57
"/Users/kyle/Developer/stopmo-xcode/src/stopmo_xcode/config.py", "Python", 0, 151, 0, 0, 0, 0, 0, 27, 178
"/Users/kyle/Developer/stopmo-xcode/src/stopmo_xcode/decode/__init__.py", "Python", 0, 11, 0, 0, 0, 0, 0, 2, 13
"/Users/kyle/Developer/stopmo-xcode/src/stopmo_xcode/decode/base.py", "Python", 0, 13, 0, 0, 0, 0, 0, 11, 24
"/Users/kyle/Developer/stopmo-xcode/src/stopmo_xcode/decode/dragonframe_raw_decoder.py", "Python", 0, 16, 0, 0, 0, 0, 5, 7, 28
"/Users/kyle/Developer/stopmo-xcode/src/stopmo_xcode/decode/exif_metadata.py", "Python", 0, 92, 0, 0, 0, 0, 9, 23, 124
"/Users/kyle/Developer/stopmo-xcode/src/stopmo_xcode/decode/libraw_decoder.py", "Python", 0, 97, 0, 0, 0, 0, 1, 22, 120
"/Users/kyle/Developer/stopmo-xcode/src/stopmo_xcode/decode/registry.py", "Python", 0, 17, 0, 0, 0, 0, 0, 6, 23
"/Users/kyle/Developer/stopmo-xcode/src/stopmo_xcode/decode/types.py", "Python", 0, 19, 0, 0, 0, 0, 0, 7, 26
"/Users/kyle/Developer/stopmo-xcode/src/stopmo_xcode/gui_bridge.py", "Python", 0, 438, 0, 0, 0, 0, 966, 59, 1463
"/Users/kyle/Developer/stopmo-xcode/src/stopmo_xcode/pipeline/__init__.py", "Python", 0, 2, 0, 0, 0, 0, 0, 2, 4
"/Users/kyle/Developer/stopmo-xcode/src/stopmo_xcode/pipeline/versioning.py", "Python", 0, 7, 0, 0, 0, 0, 0, 4, 11
"/Users/kyle/Developer/stopmo-xcode/src/stopmo_xcode/queue/__init__.py", "Python", 0, 2, 0, 0, 0, 0, 0, 2, 4
"/Users/kyle/Developer/stopmo-xcode/src/stopmo_xcode/queue/db.py", "Python", 0, 136, 0, 0, 0, 0, 249, 18, 403
"/Users/kyle/Developer/stopmo-xcode/src/stopmo_xcode/service.py", "Python", 0, 179, 0, 0, 0, 0, 0, 37, 216
"/Users/kyle/Developer/stopmo-xcode/src/stopmo_xcode/utils/formatting.py", "Python", 0, 9, 0, 0, 0, 0, 0, 5, 14
"/Users/kyle/Developer/stopmo-xcode/src/stopmo_xcode/utils/hash.py", "Python", 0, 12, 0, 0, 0, 0, 0, 4, 16
"/Users/kyle/Developer/stopmo-xcode/src/stopmo_xcode/utils/logging_utils.py", "Python", 0, 15, 0, 0, 0, 0, 0, 6, 21
"/Users/kyle/Developer/stopmo-xcode/src/stopmo_xcode/utils/shot.py", "Python", 0, 26, 0, 0, 0, 0, 2, 10, 38
"/Users/kyle/Developer/stopmo-xcode/src/stopmo_xcode/watcher/__init__.py", "Python", 0, 3, 0, 0, 0, 0, 0, 2, 5
"/Users/kyle/Developer/stopmo-xcode/src/stopmo_xcode/watcher/completion.py", "Python", 0, 47, 0, 0, 0, 0, 1, 14, 62
"/Users/kyle/Developer/stopmo-xcode/src/stopmo_xcode/watcher/source_watcher.py", "Python", 0, 65, 0, 0, 0, 0, 0, 19, 84
"/Users/kyle/Developer/stopmo-xcode/src/stopmo_xcode/worker.py", "Python", 0, 254, 0, 0, 0, 0, 2, 56, 312
"/Users/kyle/Developer/stopmo-xcode/src/stopmo_xcode/write/__init__.py", "Python", 0, 11, 0, 0, 0, 0, 0, 2, 13
"/Users/kyle/Developer/stopmo-xcode/src/stopmo_xcode/write/debug_image.py", "Python", 0, 11, 0, 0, 0, 0, 0, 6, 17
"/Users/kyle/Developer/stopmo-xcode/src/stopmo_xcode/write/dpx_writer.py", "Python", 0, 88, 0, 0, 0, 0, 0, 23, 111
"/Users/kyle/Developer/stopmo-xcode/src/stopmo_xcode/write/manifests.py", "Python", 0, 37, 0, 0, 0, 0, 0, 12, 49
"/Users/kyle/Developer/stopmo-xcode/tests/test_app_api.py", "Python", 0, 154, 0, 0, 0, 0, 6, 36, 196
"/Users/kyle/Developer/stopmo-xcode/tests/test_arri_logc3.py", "Python", 0, 14, 0, 0, 0, 0, 0, 9, 23
"/Users/kyle/Developer/stopmo-xcode/tests/test_color_pipeline.py", "Python", 0, 48, 0, 0, 0, 0, 0, 17, 65
"/Users/kyle/Developer/stopmo-xcode/tests/test_completion_tracker.py", "Python", 0, 15, 0, 0, 0, 0, 1, 8, 24
"/Users/kyle/Developer/stopmo-xcode/tests/test_config.py", "Python", 0, 21, 0, 0, 0, 0, 6, 6, 33
"/Users/kyle/Developer/stopmo-xcode/tests/test_dpx_writer.py", "Python", 0, 20, 0, 0, 0, 0, 0, 10, 30
"/Users/kyle/Developer/stopmo-xcode/tests/test_exif_metadata.py", "Python", 0, 12, 0, 0, 0, 0, 0, 10, 22
"/Users/kyle/Developer/stopmo-xcode/tests/test_formatting.py", "Python", 0, 9, 0, 0, 0, 0, 0, 6, 15
"/Users/kyle/Developer/stopmo-xcode/tests/test_gui_bridge.py", "Python", 0, 318, 0, 0, 0, 0, 24, 59, 401
"/Users/kyle/Developer/stopmo-xcode/tests/test_matrix_suggest.py", "Python", 0, 64, 0, 0, 0, 0, 0, 11, 75
"/Users/kyle/Developer/stopmo-xcode/tests/test_prores_batch.py", "Python", 0, 80, 0, 0, 0, 0, 0, 30, 110
"/Users/kyle/Developer/stopmo-xcode/tests/test_queue_db.py", "Python", 0, 31, 0, 0, 0, 0, 0, 14, 45
"/Users/kyle/Developer/stopmo-xcode/tests/test_shot_naming.py", "Python", 0, 12, 0, 0, 0, 0, 0, 9, 21
"/Users/kyle/Developer/stopmo-xcode/tests/test_worker_exposure.py", "Python", 0, 104, 0, 0, 0, 0, 3, 20, 127
"Total", "-", 1397, 4796, 12900, 339, 53, 70, 1378, 3023, 23956